State,County,Lithium mcg/L,Primary water use
NORTH CAROLINA,MOORE,13.8,DOMESTIC
NORTH CAROLINA,NEW HANOVER,0.7,UNUSED
NORTH CAROLINA,ONSLOW,19.9,PUBLIC SUPPLY
NORTH CAROLINA,ONSLOW,12.2,UNUSED
NORTH CAROLINA,ONSLOW,4.7,DOMESTIC
NORTH CAROLINA,ONSLOW,4.0,PUBLIC SUPPLY
NORTH CAROLINA,ONSLOW,1.7,UNUSED
NORTH CAROLINA,ONSLOW,0.6,UNUSED
NORTH CAROLINA,ORANGE,2.6,DOMESTIC
NORTH CAROLINA,ORANGE,1.1,DOMESTIC
NORTH CAROLINA,PASQUOTANK,20.9,UNUSED
NORTH CAROLINA,PENDER,6.1,DOMESTIC
NORTH CAROLINA,PENDER,2.6,UNUSED
NORTH CAROLINA,PENDER,2.3,UNUSED
NORTH CAROLINA,PENDER,2.1,DOMESTIC
NORTH CAROLINA,PENDER,2.0,DOMESTIC
NORTH CAROLINA,PENDER,2.0,UNUSED
NORTH CAROLINA,PENDER,1.5,DOMESTIC
NORTH CAROLINA,PERQUIMANS,3.6,UNUSED
NORTH CAROLINA,PERSON,2.2,DOMESTIC
NORTH CAROLINA,PITT,12.8,UNUSED
NORTH CAROLINA,PITT,7.0,UNUSED
NORTH CAROLINA,PITT,0.9,UNUSED
NORTH CAROLINA,RANDOLPH,1.4,UNUSED
NORTH CAROLINA,RANDOLPH,1.3,DOMESTIC
NORTH CAROLINA,ROCKINGHAM,1.8,UNUSED
NORTH CAROLINA,ROWAN,3.4,DOMESTIC
NORTH CAROLINA,ROWAN,0.6,DOMESTIC
NORTH CAROLINA,STANLY,5.7,DOMESTIC
NORTH CAROLINA,UNION,12.9,DOMESTIC
NORTH CAROLINA,UNION,7.2,DOMESTIC
NORTH CAROLINA,WAKE,14.5,DOMESTIC
NORTH CAROLINA,WAKE,4.1,DOMESTIC
NORTH CAROLINA,WAKE,3.4,DOMESTIC
NORTH CAROLINA,WARREN,16.8,DOMESTIC
NORTH CAROLINA,WASHINGTON,35.4,UNUSED
NORTH CAROLINA,WASHINGTON,31.3,UNUSED
NORTH CAROLINA,WASHINGTON,1.2,UNUSED
NORTH CAROLINA,WAYNE,2.1,UNUSED
NORTH CAROLINA,YADKIN,3.1,COMMERICIAL
NORTH CAROLINA,YADKIN,1.9,DOMESTIC
OHIO,BUTLER,6.0,DOMESTIC
OHIO,BUTLER,6.0,DOMESTIC
OHIO,BUTLER,6.0,PUBLIC SUPPLY
OHIO,BUTLER,5.4,PUBLIC SUPPLY
OHIO,BUTLER,4.8,PUBLIC SUPPLY
OHIO,BUTLER,3.9,UNUSED
OHIO,BUTLER,3.8,UNUSED
OHIO,BUTLER,3.8,PUBLIC SUPPLY
OHIO,BUTLER,3.0,UNUSED
OHIO,BUTLER,3.0,UNUSED
OHIO,BUTLER,3.0,UNUSED
OHIO,BUTLER,2.2,UNUSED
OHIO,BUTLER,2.0,UNUSED
OHIO,BUTLER,1.9,UNUSED
OHIO,BUTLER,1.5,UNUSED
OHIO,CHAMPAIGN,6.0,DOMESTIC
OHIO,CHAMPAIGN,4.2,DOMESTIC
OHIO,CHAMPAIGN,4.1,UNUSED
OHIO,CHAMPAIGN,3.8,-
OHIO,CHAMPAIGN,3.7,DOMESTIC
OHIO,CHAMPAIGN,3.3,DOMESTIC
OHIO,CHAMPAIGN,3.3,DOMESTIC
OHIO,CHAMPAIGN,2.9,UNUSED
OHIO,CHAMPAIGN,2.8,UNUSED
OHIO,CHAMPAIGN,1.9,UNUSED
OHIO,CHAMPAIGN,1.7,UNUSED
OHIO,CHAMPAIGN,1.4,UNUSED
OHIO,CHAMPAIGN,1.4,UNUSED
OHIO,CHAMPAIGN,1.3,UNUSED
OHIO,CLARK,6.0,DOMESTIC
OHIO,CLARK,6.0,DOMESTIC
OHIO,CLARK,6.0,DOMESTIC
OHIO,CLARK,5.2,DOMESTIC
OHIO,CLARK,4.7,UNUSED
OHIO,CLARK,4.3,PUBLIC SUPPLY
OHIO,CLARK,3.4,DOMESTIC
OHIO,CLARK,3.2,UNUSED
OHIO,CLARK,3.2,DOMESTIC
OHIO,CLARK,3.1,UNUSED
OHIO,CLARK,2.6,UNUSED
OHIO,CLARK,2.1,UNUSED
OHIO,CLARK,2.1,UNUSED
OHIO,CLERMONT,3.7,DOMESTIC
OHIO,DARKE,14.4,UNUSED
OHIO,DARKE,1.0,UNUSED
OHIO,GREENE,6.0,DOMESTIC
OHIO,GREENE,6.0,PUBLIC SUPPLY
OHIO,GREENE,5.0,DOMESTIC
OHIO,GREENE,4.4,UNUSED
OHIO,GREENE,3.9,UNUSED
OHIO,GREENE,3.3,DOMESTIC
OHIO,GREENE,3.2,PUBLIC SUPPLY
OHIO,GREENE,3.0,PUBLIC SUPPLY
OHIO,GREENE,2.9,UNUSED
OHIO,GREENE,2.7,PUBLIC SUPPLY
OHIO,GREENE,2.6,UNUSED
OHIO,GREENE,1.9,UNUSED
OHIO,GREENE,1.7,PUBLIC SUPPLY
OHIO,GREENE,1.2,UNUSED
OHIO,GREENE,0.8,UNUSED
OHIO,HAMILTON,6.0,DOMESTIC
OHIO,HAMILTON,6.0,DOMESTIC
OHIO,HAMILTON,4.8,UNUSED
OHIO,HAMILTON,3.0,UNUSED
OHIO,HAMILTON,2.9,UNUSED
OHIO,HAMILTON,2.4,UNUSED
OHIO,HAMILTON,1.9,UNUSED
OHIO,LOGAN,3.1,UNUSED
OHIO,MIAMI,7.3,DOMESTIC
OHIO,MIAMI,6.7,DOMESTIC
OHIO,MIAMI,6.0,PUBLIC SUPPLY
OHIO,MIAMI,5.4,PUBLIC SUPPLY
OHIO,MIAMI,2.7,UNUSED
OHIO,MIAMI,1.9,UNUSED
OHIO,MONTGOMERY,7.5,PUBLIC SUPPLY
OHIO,MONTGOMERY,6.0,PUBLIC SUPPLY
OHIO,MONTGOMERY,6.0,DOMESTIC
OHIO,MONTGOMERY,6.0,PUBLIC SUPPLY
OHIO,MONTGOMERY,5.9,PUBLIC SUPPLY
OHIO,MONTGOMERY,5.1,UNUSED
OHIO,MONTGOMERY,4.8,PUBLIC SUPPLY
OHIO,MONTGOMERY,4.7,UNUSED
OHIO,MONTGOMERY,4.7,PUBLIC SUPPLY
OHIO,MONTGOMERY,4.4,PUBLIC SUPPLY
OHIO,MONTGOMERY,4.1,PUBLIC SUPPLY
OHIO,MONTGOMERY,3.7,PUBLIC SUPPLY
OHIO,MONTGOMERY,3.4,PUBLIC SUPPLY
OHIO,MONTGOMERY,3.4,DOMESTIC
OHIO,MONTGOMERY,3.4,UNUSED
OHIO,MONTGOMERY,3.3,DOMESTIC
OHIO,MONTGOMERY,3.3,UNUSED
OHIO,MONTGOMERY,3.1,PUBLIC SUPPLY
OHIO,MONTGOMERY,2.0,PUBLIC SUPPLY
OHIO,MONTGOMERY,1.8,UNUSED
OHIO,PREBLE,5.0,PUBLIC SUPPLY
OHIO,PREBLE,3.6,UNUSED
OHIO,PREBLE,1.6,UNUSED
OHIO,SHELBY,4.8,UNUSED
OHIO,SHELBY,1.2,UNUSED
OHIO,WARREN,6.0,DOMESTIC
OHIO,WARREN,5.6,PUBLIC SUPPLY
OHIO,WARREN,4.0,UNUSED
OHIO,WARREN,3.3,DOMESTIC
OHIO,WARREN,1.5,UNUSED
OHIO,WILLIAMS,10.8,DOMESTIC
OHIO,WILLIAMS,8.4,DOMESTIC
OHIO,WILLIAMS,7.7,DOMESTIC
OHIO,WILLIAMS,6.1,DOMESTIC
OHIO,WILLIAMS,5.7,DOMESTIC
OKLAHOMA,OTTAWA,2.4,DOMESTIC
OREGON,CLACKAMAS,0.6,DOMESTIC
OREGON,CLACKAMAS,0.4,DOMESTIC
OREGON,CLACKAMAS,0.3,DOMESTIC
OREGON,CLACKAMAS,0.3,DOMESTIC
OREGON,CLACKAMAS,0.3,DOMESTIC
OREGON,CLACKAMAS,0.2,DOMESTIC
OREGON,LANE,0.6,DOMESTIC
OREGON,LANE,0.3,DOMESTIC
OREGON,LINN,1.4,DOMESTIC
OREGON,LINN,0.8,DOMESTIC
OREGON,LINN,0.4,DOMESTIC
OREGON,LINN,0.4,DOMESTIC
OREGON,LINN,0.3,DOMESTIC
OREGON,LINN,0.3,DOMESTIC
OREGON,LINN,0.3,DOMESTIC
OREGON,LINN,0.2,DOMESTIC
OREGON,LINN,0.2,DOMESTIC
OREGON,LINN,0.2,DOMESTIC
OREGON,MARION,0.3,DOMESTIC
OREGON,MARION,0.2,DOMESTIC
OREGON,POLK,19.9,DOMESTIC
OREGON,POLK,0.4,DOMESTIC
OREGON,WASHINGTON,0.2,IRRIGATION
OREGON,YAMHILL,4.1,DOMESTIC
OREGON,YAMHILL,0.9,DOMESTIC
OREGON,YAMHILL,0.5,DOMESTIC
OREGON,YAMHILL,0.4,DOMESTIC
PENNSYLVANIA,BERKS,7.8,DOMESTIC
PENNSYLVANIA,BERKS,6.9,DOMESTIC
PENNSYLVANIA,BERKS,4.0,DOMESTIC
PENNSYLVANIA,BERKS,3.9,IRRIGATION
PENNSYLVANIA,BERKS,2.7,DOMESTIC
PENNSYLVANIA,BERKS,2.2,DOMESTIC
PENNSYLVANIA,BUCKS,1.9,UNUSED
PENNSYLVANIA,CARBON,19.6,DOMESTIC
PENNSYLVANIA,CARBON,9.1,DOMESTIC
PENNSYLVANIA,CARBON,2.5,DOMESTIC
PENNSYLVANIA,CARBON,1.9,DOMESTIC
PENNSYLVANIA,CARBON,1.4,DOMESTIC
PENNSYLVANIA,FRANKLIN,13.8,DOMESTIC
PENNSYLVANIA,FRANKLIN,8.2,DOMESTIC
PENNSYLVANIA,FRANKLIN,7.4,DOMESTIC
PENNSYLVANIA,FRANKLIN,4.3,DOMESTIC
PENNSYLVANIA,FRANKLIN,3.8,DOMESTIC
PENNSYLVANIA,LEHIGH,9.1,DOMESTIC
PENNSYLVANIA,LEHIGH,6.1,DOMESTIC
PENNSYLVANIA,MONROE,7.6,DOMESTIC
PENNSYLVANIA,MONROE,3.6,DOMESTIC
PENNSYLVANIA,MONROE,1.2,DOMESTIC
PENNSYLVANIA,MONROE,0.2,DOMESTIC
PENNSYLVANIA,NORTHAMPTON,6.2,DOMESTIC
PENNSYLVANIA,NORTHAMPTON,2.5,DOMESTIC
PENNSYLVANIA,NORTHAMPTON,2.0,DOMESTIC
PENNSYLVANIA,PIKE,5.9,DOMESTIC
PENNSYLVANIA,PIKE,2.6,DOMESTIC
PENNSYLVANIA,PIKE,2.0,DOMESTIC
PENNSYLVANIA,PIKE,1.1,DOMESTIC
PENNSYLVANIA,SCHUYLKILL,31.4,DOMESTIC
PENNSYLVANIA,SCHUYLKILL,10.9,DOMESTIC
PENNSYLVANIA,SCHUYLKILL,5.2,DOMESTIC
PENNSYLVANIA,SCHUYLKILL,3.3,UNUSED
PENNSYLVANIA,SCHUYLKILL,1.0,DOMESTIC
PENNSYLVANIA,WAYNE,2.7,DOMESTIC
RHODE ISLAND,PROVIDENCE,3.1,DOMESTIC
RHODE ISLAND,PROVIDENCE,0.6,PUBLIC SUPPLY
RHODE ISLAND,WASHINGTON,8.7,DOMESTIC
RHODE ISLAND,WASHINGTON,8.3,PUBLIC SUPPLY
RHODE ISLAND,WASHINGTON,1.1,PUBLIC SUPPLY
SOUTH CAROLINA,ALLENDALE,3.9,DOMESTIC
SOUTH CAROLINA,ALLENDALE,1.7,UNUSED
SOUTH CAROLINA,ALLENDALE,1.4,UNUSED
SOUTH CAROLINA,ALLENDALE,0.5,UNUSED
SOUTH CAROLINA,ANDERSON,3.6,PUBLIC SUPPLY
SOUTH CAROLINA,BAMBERG,3.1,DOMESTIC
SOUTH CAROLINA,BAMBERG,0.9,UNUSED
SOUTH CAROLINA,BAMBERG,0.7,UNUSED
SOUTH CAROLINA,BEAUFORT,8.4,DOMESTIC
SOUTH CAROLINA,BEAUFORT,6.9,DOMESTIC
SOUTH CAROLINA,BEAUFORT,3.9,DOMESTIC
SOUTH CAROLINA,BEAUFORT,3.0,DOMESTIC
SOUTH CAROLINA,BERKELEY,33.2,DOMESTIC
SOUTH CAROLINA,BERKELEY,14.1,PUBLIC SUPPLY
SOUTH CAROLINA,BERKELEY,10.1,DOMESTIC
SOUTH CAROLINA,BERKELEY,9.2,DOMESTIC
SOUTH CAROLINA,BERKELEY,7.9,DOMESTIC
SOUTH CAROLINA,BERKELEY,7.6,DOMESTIC
SOUTH CAROLINA,BERKELEY,5.2,DOMESTIC
SOUTH CAROLINA,BERKELEY,2.3,DOMESTIC
SOUTH CAROLINA,BERKELEY,0.6,DOMESTIC
SOUTH CAROLINA,CHARLESTON,105.0,DOMESTIC
SOUTH CAROLINA,CHARLESTON,6.5,DOMESTIC
SOUTH CAROLINA,CHARLESTON,5.8,DOMESTIC
SOUTH CAROLINA,CLARENDON,1.5,UNUSED
SOUTH CAROLINA,COLLETON,20.8,UNUSED
SOUTH CAROLINA,COLLETON,8.2,DOMESTIC
SOUTH CAROLINA,COLLETON,6.3,DOMESTIC
SOUTH CAROLINA,COLLETON,4.4,DOMESTIC
SOUTH CAROLINA,COLLETON,2.4,UNUSED
SOUTH CAROLINA,COLLETON,2.0,UNUSED
SOUTH CAROLINA,DORCHESTER,8.0,DOMESTIC
SOUTH CAROLINA,DORCHESTER,4.3,DOMESTIC
SOUTH CAROLINA,DORCHESTER,2.8,UNUSED
SOUTH CAROLINA,GREENVILLE,6.0,PUBLIC SUPPLY
SOUTH CAROLINA,HAMPTON,8.5,DOMESTIC
SOUTH CAROLINA,HAMPTON,3.1,DOMESTIC
SOUTH CAROLINA,HAMPTON,2.4,UNUSED
SOUTH CAROLINA,HAMPTON,0.9,UNUSED
SOUTH CAROLINA,HAMPTON,0.6,UNUSED
SOUTH CAROLINA,JASPER,2.9,DOMESTIC
SOUTH CAROLINA,JASPER,0.8,UNUSED
SOUTH CAROLINA,LEXINGTON,0.6,UNUSED
SOUTH CAROLINA,ORANGEBURG,3.4,DOMESTIC
SOUTH CAROLINA,ORANGEBURG,2.3,UNUSED
SOUTH CAROLINA,ORANGEBURG,1.4,DOMESTIC
SOUTH CAROLINA,ORANGEBURG,1.1,DOMESTIC
SOUTH CAROLINA,ORANGEBURG,0.8,UNUSED
SOUTH CAROLINA,ORANGEBURG,0.6,UNUSED
SOUTH CAROLINA,ORANGEBURG,0.6,UNUSED
SOUTH CAROLINA,ORANGEBURG,0.5,UNUSED
SOUTH CAROLINA,RICHLAND,19.2,UNUSED
SOUTH CAROLINA,RICHLAND,3.5,UNUSED
SOUTH CAROLINA,RICHLAND,2.8,UNUSED
SOUTH CAROLINA,RICHLAND,1.7,UNUSED
SOUTH CAROLINA,RICHLAND,1.6,UNUSED
SOUTH CAROLINA,RICHLAND,1.4,UNUSED
SOUTH CAROLINA,RICHLAND,1.3,UNUSED
SOUTH CAROLINA,RICHLAND,1.2,UNUSED
SOUTH CAROLINA,RICHLAND,0.8,UNUSED
SOUTH CAROLINA,RICHLAND,0.7,UNUSED
SOUTH CAROLINA,RICHLAND,0.7,UNUSED
SOUTH CAROLINA,RICHLAND,0.7,UNUSED
SOUTH CAROLINA,RICHLAND,0.6,UNUSED
SOUTH CAROLINA,RICHLAND,0.6,UNUSED
SOUTH CAROLINA,RICHLAND,0.6,UNUSED
SOUTH CAROLINA,RICHLAND,0.4,UNUSED
SOUTH CAROLINA,SPARTANBURG,6.4,PUBLIC SUPPLY
SOUTH DAKOTA,TODD,6.7,DOMESTIC
TENNESSEE,CARROLL,0.6,DOMESTIC
TENNESSEE,CROCKETT,1.9,PUBLIC SUPPLY
TENNESSEE,FAYETTE,0.6,PUBLIC SUPPLY
TENNESSEE,FAYETTE,0.6,PUBLIC SUPPLY
TENNESSEE,FAYETTE,0.3,COMMERICIAL
TENNESSEE,GIBSON,0.4,DOMESTIC
TENNESSEE,HARDEMAN,0.6,-
TENNESSEE,HARDEMAN,0.3,PUBLIC SUPPLY
TENNESSEE,HAYWOOD,0.6,PUBLIC SUPPLY
TENNESSEE,LAKE,16.5,PUBLIC SUPPLY
TENNESSEE,MADISON,0.6,PUBLIC SUPPLY
TENNESSEE,OBION,0.4,PUBLIC SUPPLY
TENNESSEE,SHELBY,30.3,UNUSED
TENNESSEE,SHELBY,17.8,UNUSED
TENNESSEE,SHELBY,6.3,UNUSED
TENNESSEE,SHELBY,6.1,UNUSED
TENNESSEE,SHELBY,4.0,UNUSED
TENNESSEE,SHELBY,3.8,UNUSED
TENNESSEE,SHELBY,3.2,UNUSED
TENNESSEE,SHELBY,3.1,UNUSED
TENNESSEE,SHELBY,3.0,UNUSED
TENNESSEE,SHELBY,2.4,UNUSED
TENNESSEE,SHELBY,1.8,UNUSED
TENNESSEE,SHELBY,1.4,UNUSED
TENNESSEE,SHELBY,1.4,UNUSED
TENNESSEE,SHELBY,1.3,UNUSED
TENNESSEE,SHELBY,1.3,UNUSED
TENNESSEE,SHELBY,1.1,UNUSED
TENNESSEE,SHELBY,1.0,UNUSED
TENNESSEE,SHELBY,1.0,UNUSED
TENNESSEE,SHELBY,1.0,UNUSED
TENNESSEE,SHELBY,0.8,UNUSED
TENNESSEE,SHELBY,0.8,UNUSED
TENNESSEE,SHELBY,0.8,UNUSED
TENNESSEE,SHELBY,0.8,IRRIGATION
TENNESSEE,SHELBY,0.8,-
TENNESSEE,SHELBY,0.7,UNUSED
TENNESSEE,SHELBY,0.7,UNUSED
TENNESSEE,SHELBY,0.7,UNUSED
TENNESSEE,SHELBY,0.7,UNUSED
TENNESSEE,SHELBY,0.6,UNUSED
TENNESSEE,SHELBY,0.6,PUBLIC SUPPLY
TENNESSEE,SHELBY,0.5,UNUSED
TENNESSEE,SHELBY,0.4,UNUSED
TENNESSEE,SHELBY,0.3,UNUSED
TENNESSEE,TIPTON,0.5,PUBLIC SUPPLY
TENNESSEE,WEAKLEY,0.4,PUBLIC SUPPLY
TENNESSEE,WEAKLEY,0.3,PUBLIC SUPPLY
TEXAS,ANDREWS,99.4,DOMESTIC
TEXAS,ATASCOSA,16.2,DOMESTIC
TEXAS,ATASCOSA,1.1,DOMESTIC
TEXAS,BAILEY,72.9,DOMESTIC
TEXAS,BASTROP,90.8,DOMESTIC
TEXAS,BASTROP,61.9,DOMESTIC
TEXAS,BASTROP,46.8,DOMESTIC
TEXAS,BASTROP,23.9,DOMESTIC
TEXAS,BEXAR,3.1,UNUSED
TEXAS,BEXAR,3.0,UNUSED
TEXAS,BEXAR,2.6,UNUSED
TEXAS,BEXAR,2.5,UNUSED
TEXAS,BEXAR,2.5,UNUSED
TEXAS,BEXAR,2.4,UNUSED
TEXAS,BEXAR,2.2,UNUSED
TEXAS,BEXAR,2.2,UNUSED
TEXAS,BEXAR,2.1,UNUSED
TEXAS,BEXAR,2.1,PUBLIC SUPPLY
TEXAS,BEXAR,2.0,UNUSED
TEXAS,BEXAR,2.0,UNUSED
TEXAS,BEXAR,2.0,UNUSED
TEXAS,BEXAR,2.0,UNUSED
TEXAS,BEXAR,1.9,UNUSED
TEXAS,BEXAR,1.9,UNUSED
TEXAS,BEXAR,1.8,UNUSED
TEXAS,BEXAR,1.8,UNUSED
TEXAS,BEXAR,1.8,UNUSED
TEXAS,BEXAR,1.8,UNUSED
TEXAS,BEXAR,1.7,UNUSED
TEXAS,BEXAR,1.7,UNUSED
TEXAS,BEXAR,1.7,UNUSED
TEXAS,BEXAR,1.5,UNUSED
TEXAS,BEXAR,1.4,UNUSED
TEXAS,BEXAR,1.4,UNUSED
TEXAS,BEXAR,1.3,UNUSED
TEXAS,BEXAR,1.3,COMMERICIAL
TEXAS,BEXAR,1.2,UNUSED
TEXAS,BEXAR,1.2,UNUSED
TEXAS,BEXAR,1.1,UNUSED
TEXAS,BEXAR,1.1,UNUSED
TEXAS,BRISCOE,203.7,STOCK
TEXAS,CALDWELL,65.6,DOMESTIC
TEXAS,CALDWELL,54.1,DOMESTIC
TEXAS,CALDWELL,39.1,-
TEXAS,CASTRO,263.0,UNUSED
TEXAS,CASTRO,70.4,DOMESTIC
TEXAS,CHAMBERS,32.3,DOMESTIC
TEXAS,CHAMBERS,22.5,DOMESTIC
TEXAS,CHAMBERS,18.7,INDUSTRIAL
TEXAS,CHAMBERS,14.8,DOMESTIC
TEXAS,CHAMBERS,11.9,RECREATION
TEXAS,COCHRAN,225.3,UNUSED
TEXAS,COCHRAN,154.1,DOMESTIC
TEXAS,COCHRAN,129.4,DOMESTIC
TEXAS,COCHRAN,122.4,UNUSED
TEXAS,COCHRAN,107.3,UNUSED
TEXAS,COMAL,22.8,DOMESTIC
TEXAS,COMAL,6.9,DOMESTIC
TEXAS,COMAL,5.6,DOMESTIC
TEXAS,COMAL,3.4,DOMESTIC
TEXAS,COMAL,2.1,DOMESTIC
TEXAS,COMAL,1.4,DOMESTIC
TEXAS,CROSBY,162.4,DOMESTIC
TEXAS,CROSBY,72.7,DOMESTIC
TEXAS,DAWSON,226.5,DOMESTIC
TEXAS,DAWSON,40.7,DOMESTIC
TEXAS,DEAF SMITH,123.5,DOMESTIC
TEXAS,DEAF SMITH,65.7,DOMESTIC
TEXAS,DIMMIT,23.2,UNUSED
TEXAS,DIMMIT,19.2,DOMESTIC
TEXAS,FLOYD,92.5,DOMESTIC
TEXAS,FORT BEND,16.5,DOMESTIC
TEXAS,GAINES,213.5,DOMESTIC
TEXAS,GAINES,145.5,UNUSED
TEXAS,GAINES,144.5,DOMESTIC
TEXAS,GAINES,107.5,UNUSED
TEXAS,GAINES,58.1,DOMESTIC
TEXAS,GAINES,48.3,UNUSED
TEXAS,GAINES,32.3,DOMESTIC
TEXAS,GONZALES,5.6,DOMESTIC
TEXAS,GUADALUPE,75.7,DOMESTIC
TEXAS,GUADALUPE,67.5,DOMESTIC
TEXAS,GUADALUPE,36.9,DOMESTIC
TEXAS,HALE,105.2,DOMESTIC
TEXAS,HALE,99.2,DOMESTIC
TEXAS,HALE,80.3,DOMESTIC
TEXAS,HALE,77.0,UNUSED
TEXAS,HALE,63.6,DOMESTIC
TEXAS,HARDIN,33.4,DOMESTIC
TEXAS,HARDIN,13.9,DOMESTIC
TEXAS,HARDIN,9.5,PUBLIC SUPPLY
TEXAS,HARDIN,9.4,DOMESTIC
TEXAS,HARDIN,6.7,DOMESTIC
TEXAS,HARRIS,47.6,UNUSED
TEXAS,HARRIS,42.5,UNUSED
TEXAS,HARRIS,38.4,UNUSED
TEXAS,HARRIS,28.5,UNUSED
TEXAS,HARRIS,24.7,UNUSED
TEXAS,HARRIS,23.5,UNUSED
TEXAS,HARRIS,22.5,UNUSED
TEXAS,HARRIS,20.7,UNUSED
TEXAS,HARRIS,18.2,UNUSED
TEXAS,HARRIS,18.2,UNUSED
TEXAS,HARRIS,17.8,UNUSED
TEXAS,HARRIS,16.8,UNUSED
TEXAS,HARRIS,16.2,UNUSED
TEXAS,HARRIS,14.3,UNUSED
TEXAS,HARRIS,14.2,UNUSED
TEXAS,HARRIS,14.0,UNUSED
TEXAS,HARRIS,13.8,UNUSED
TEXAS,HARRIS,12.4,DOMESTIC
TEXAS,HARRIS,12.3,UNUSED
TEXAS,HARRIS,12.1,UNUSED
TEXAS,HARRIS,10.7,DOMESTIC
TEXAS,HARRIS,10.6,UNUSED
TEXAS,HARRIS,9.9,UNUSED
TEXAS,HARRIS,9.6,DOMESTIC
TEXAS,HARRIS,9.3,DOMESTIC
TEXAS,HARRIS,8.4,UNUSED
TEXAS,HARRIS,8.1,DOMESTIC
TEXAS,HARRIS,7.6,DOMESTIC
TEXAS,HARRIS,6.5,UNUSED
TEXAS,HARRIS,5.9,DOMESTIC
TEXAS,HARRIS,5.7,UNUSED
TEXAS,HARRIS,3.8,DOMESTIC
TEXAS,HARRIS,2.4,UNUSED
TEXAS,HARRISON,36.1,DOMESTIC
TEXAS,HARRISON,18.8,DOMESTIC
TEXAS,HARRISON,6.5,DOMESTIC
TEXAS,HAYS,13.1,DOMESTIC
TEXAS,HAYS,2.8,PUBLIC SUPPLY
TEXAS,HAYS,2.7,UNUSED
TEXAS,HAYS,1.7,UNUSED
TEXAS,HAYS,1.7,DOMESTIC
TEXAS,HOCKLEY,198.7,UNUSED
TEXAS,HOCKLEY,118.9,UNUSED
TEXAS,HOCKLEY,117.5,UNUSED
TEXAS,HOCKLEY,94.3,UNUSED
TEXAS,HOWARD,134.5,DOMESTIC
TEXAS,JASPER,20.3,RECREATION
TEXAS,JASPER,11.1,-
TEXAS,JASPER,8.5,PUBLIC SUPPLY
TEXAS,JASPER,3.5,DOMESTIC
TEXAS,JASPER,2.7,DOMESTIC
TEXAS,JEFFERSON,20.7,PUBLIC SUPPLY
TEXAS,JEFFERSON,19.5,INSTITUTIONAL
TEXAS,JEFFERSON,9.8,PUBLIC SUPPLY
TEXAS,JEFFERSON,0.6,DOMESTIC
TEXAS,LAMB,278.2,UNUSED
TEXAS,LAMB,167.2,STOCK
TEXAS,LAMB,153.8,UNUSED
TEXAS,LAMB,136.6,UNUSED
TEXAS,LAMB,79.8,UNUSED
TEXAS,LAMB,75.0,UNUSED
TEXAS,LAMB,73.9,DOMESTIC
TEXAS,LAMB,68.3,UNUSED
TEXAS,LAMB,56.5,UNUSED
TEXAS,LAMB,43.6,UNUSED
TEXAS,LEE,83.7,DOMESTIC
TEXAS,LEE,19.4,DOMESTIC
TEXAS,LIBERTY,20.2,DOMESTIC
TEXAS,LIBERTY,18.4,DOMESTIC
TEXAS,LIBERTY,14.7,DOMESTIC
TEXAS,LIBERTY,14.6,DOMESTIC
TEXAS,LIBERTY,10.9,DOMESTIC
TEXAS,LIBERTY,7.2,DOMESTIC
TEXAS,LUBBOCK,169.7,UNUSED
TEXAS,LUBBOCK,147.3,DOMESTIC
TEXAS,LUBBOCK,132.2,UNUSED
TEXAS,LUBBOCK,125.6,UNUSED
TEXAS,LUBBOCK,110.8,UNUSED
TEXAS,LUBBOCK,83.4,DOMESTIC
TEXAS,LYNN,57.5,DOMESTIC
TEXAS,MARTIN,128.8,DOMESTIC
TEXAS,MARTIN,91.3,DOMESTIC
TEXAS,MARTIN,61.9,DOMESTIC
TEXAS,MEDINA,77.6,DOMESTIC
TEXAS,MEDINA,41.3,DOMESTIC
TEXAS,MEDINA,2.2,STOCK
TEXAS,MEDINA,2.1,DOMESTIC
TEXAS,MEDINA,2.0,DOMESTIC
TEXAS,MEDINA,1.9,STOCK
TEXAS,MEDINA,1.7,DOMESTIC
TEXAS,MEDINA,1.6,STOCK
TEXAS,MEDINA,1.5,DOMESTIC
TEXAS,MEDINA,1.3,DOMESTIC
TEXAS,MILAM,39.0,DOMESTIC
TEXAS,MILAM,18.9,DOMESTIC
TEXAS,MILAM,12.1,DOMESTIC
TEXAS,MONTGOMERY,76.8,UNUSED
TEXAS,MONTGOMERY,2.4,UNUSED
TEXAS,MONTGOMERY,1.3,UNUSED
TEXAS,MONTGOMERY,1.1,UNUSED
TEXAS,NACOGDOCHES,4.7,DOMESTIC
TEXAS,NEWTON,19.8,PUBLIC SUPPLY
TEXAS,NEWTON,18.3,PUBLIC SUPPLY
TEXAS,NEWTON,16.9,PUBLIC SUPPLY
TEXAS,NEWTON,6.9,-
TEXAS,NEWTON,1.7,PUBLIC SUPPLY
TEXAS,OLDHAM,53.0,DOMESTIC
TEXAS,ORANGE,16.5,DOMESTIC
TEXAS,ORANGE,15.5,PUBLIC SUPPLY
TEXAS,ORANGE,13.4,DOMESTIC
TEXAS,ORANGE,10.6,PUBLIC SUPPLY
TEXAS,ORANGE,7.4,DOMESTIC
TEXAS,PANOLA,68.7,DOMESTIC
TEXAS,PANOLA,44.5,DOMESTIC
TEXAS,PANOLA,17.5,DOMESTIC
TEXAS,PANOLA,14.0,DOMESTIC
TEXAS,PARMER,60.8,DOMESTIC
