State,County,Lithium mcg/L,Primary water use
TEXAS,PARMER,44.0,DOMESTIC
TEXAS,POLK,30.5,PUBLIC SUPPLY
TEXAS,POLK,15.9,PUBLIC SUPPLY
TEXAS,POLK,4.2,DOMESTIC
TEXAS,POLK,0.7,DOMESTIC
TEXAS,RANDALL,576.0,DOMESTIC
TEXAS,RANDALL,127.4,DOMESTIC
TEXAS,ROBERTSON,14.8,UNUSED
TEXAS,ROBERTSON,13.7,DOMESTIC
TEXAS,ROBERTSON,7.3,DOMESTIC
TEXAS,SABINE,2.2,DOMESTIC
TEXAS,SAN AUGUSTINE,11.4,DOMESTIC
TEXAS,SAN JACINTO,34.9,DOMESTIC
TEXAS,SAN JACINTO,26.5,PUBLIC SUPPLY
TEXAS,SAN JACINTO,19.3,DOMESTIC
TEXAS,SAN JACINTO,17.4,DOMESTIC
TEXAS,SAN JACINTO,10.6,DOMESTIC
TEXAS,SHELBY,54.7,DOMESTIC
TEXAS,SHELBY,26.0,DOMESTIC
TEXAS,SHELBY,7.2,DOMESTIC
TEXAS,SWISHER,109.5,UNUSED
TEXAS,SWISHER,105.2,DOMESTIC
TEXAS,TERRY,162.8,DOMESTIC
TEXAS,TERRY,160.0,UNUSED
TEXAS,TERRY,132.4,DOMESTIC
TEXAS,TRAVIS,4.5,UNUSED
TEXAS,TRAVIS,2.9,UNUSED
TEXAS,TRAVIS,2.8,UNUSED
TEXAS,TRAVIS,2.5,UNUSED
TEXAS,TRAVIS,2.5,UNUSED
TEXAS,TRAVIS,1.6,UNUSED
TEXAS,TRAVIS,1.2,UNUSED
TEXAS,TRAVIS,0.9,UNUSED
TEXAS,TYLER,13.5,RECREATION
TEXAS,TYLER,5.8,DOMESTIC
TEXAS,TYLER,0.6,PUBLIC SUPPLY
TEXAS,UVALDE,166.1,DOMESTIC
TEXAS,UVALDE,36.6,DOMESTIC
TEXAS,UVALDE,3.3,DOMESTIC
TEXAS,UVALDE,3.3,DOMESTIC
TEXAS,UVALDE,2.6,DOMESTIC
TEXAS,UVALDE,2.4,DOMESTIC
TEXAS,UVALDE,2.3,UNUSED
TEXAS,UVALDE,2.3,DOMESTIC
TEXAS,UVALDE,2.1,DOMESTIC
TEXAS,UVALDE,2.1,DOMESTIC
TEXAS,UVALDE,2.1,DOMESTIC
TEXAS,UVALDE,1.9,DOMESTIC
TEXAS,UVALDE,1.8,DOMESTIC
TEXAS,WALLER,6.6,DOMESTIC
TEXAS,WILLIAMSON,190.0,UNUSED
TEXAS,WILLIAMSON,83.8,UNUSED
TEXAS,WILLIAMSON,35.7,UNUSED
TEXAS,WILLIAMSON,35.4,UNUSED
TEXAS,WILLIAMSON,15.7,UNUSED
TEXAS,WILLIAMSON,6.3,UNUSED
TEXAS,WILLIAMSON,5.1,UNUSED
TEXAS,WILLIAMSON,3.6,UNUSED
TEXAS,WILLIAMSON,3.2,UNUSED
TEXAS,WILLIAMSON,3.0,UNUSED
TEXAS,WILLIAMSON,2.3,UNUSED
TEXAS,WILLIAMSON,2.2,UNUSED
TEXAS,WILLIAMSON,1.7,UNUSED
TEXAS,WILLIAMSON,1.1,UNUSED
TEXAS,WILLIAMSON,1.1,UNUSED
TEXAS,WILSON,13.5,DOMESTIC
TEXAS,YOAKUM,158.8,DOMESTIC
TEXAS,YOAKUM,144.9,DOMESTIC
TEXAS,YOAKUM,67.0,UNUSED
TEXAS,YOAKUM,44.3,DOMESTIC
TEXAS,ZAVALA,28.9,DOMESTIC
TEXAS,ZAVALA,4.1,DOMESTIC
UTAH,BOX ELDER,172.4,UNUSED
UTAH,SALT LAKE,143.1,PUBLIC SUPPLY
UTAH,SALT LAKE,137.3,PUBLIC SUPPLY
UTAH,SALT LAKE,75.8,PUBLIC SUPPLY
UTAH,SALT LAKE,69.5,PUBLIC SUPPLY
UTAH,SALT LAKE,49.4,PUBLIC SUPPLY
UTAH,SALT LAKE,38.4,PUBLIC SUPPLY
UTAH,SALT LAKE,35.0,UNUSED
UTAH,SALT LAKE,32.6,PUBLIC SUPPLY
UTAH,SALT LAKE,29.4,PUBLIC SUPPLY
UTAH,SALT LAKE,28.8,PUBLIC SUPPLY
UTAH,SALT LAKE,27.2,PUBLIC SUPPLY
UTAH,SALT LAKE,27.0,PUBLIC SUPPLY
UTAH,SALT LAKE,25.3,PUBLIC SUPPLY
UTAH,SALT LAKE,22.4,PUBLIC SUPPLY
UTAH,SALT LAKE,22.0,PUBLIC SUPPLY
UTAH,SALT LAKE,19.9,PUBLIC SUPPLY
UTAH,SALT LAKE,14.7,PUBLIC SUPPLY
UTAH,SALT LAKE,14.1,PUBLIC SUPPLY
UTAH,SALT LAKE,12.1,PUBLIC SUPPLY
UTAH,SALT LAKE,11.8,PUBLIC SUPPLY
UTAH,SALT LAKE,11.8,PUBLIC SUPPLY
UTAH,SALT LAKE,10.2,PUBLIC SUPPLY
UTAH,SALT LAKE,6.7,PUBLIC SUPPLY
UTAH,SALT LAKE,5.1,PUBLIC SUPPLY
UTAH,SALT LAKE,5.1,PUBLIC SUPPLY
UTAH,SALT LAKE,4.9,PUBLIC SUPPLY
UTAH,SALT LAKE,4.7,PUBLIC SUPPLY
UTAH,SALT LAKE,4.1,PUBLIC SUPPLY
UTAH,SALT LAKE,3.1,PUBLIC SUPPLY
UTAH,SALT LAKE,2.8,PUBLIC SUPPLY
UTAH,SALT LAKE,1.4,PUBLIC SUPPLY
UTAH,SALT LAKE,1.3,PUBLIC SUPPLY
UTAH,SALT LAKE,1.2,PUBLIC SUPPLY
UTAH,TOOELE,37.7,IRRIGATION
UTAH,TOOELE,28.2,PUBLIC SUPPLY
UTAH,TOOELE,12.6,PUBLIC SUPPLY
UTAH,UTAH,173.3,PUBLIC SUPPLY
UTAH,UTAH,121.1,INDUSTRIAL
UTAH,UTAH,24.5,INDUSTRIAL
VERMONT,CALEDONIA,7.9,DOMESTIC
VERMONT,ORANGE,9.3,DOMESTIC
VERMONT,WINDHAM,2.6,DOMESTIC
VERMONT,WINDSOR,0.4,DOMESTIC
VIRGINIA,ACCOMACK,0.7,UNUSED
VIRGINIA,ACCOMACK,0.6,UNUSED
VIRGINIA,ACCOMACK,0.3,UNUSED
VIRGINIA,ACCOMACK,0.3,UNUSED
VIRGINIA,ACCOMACK,0.2,UNUSED
VIRGINIA,ACCOMACK,0.2,UNUSED
VIRGINIA,AMELIA,10.9,DOMESTIC
VIRGINIA,APPOMATTOX,1.0,-
VIRGINIA,AUGUSTA,23.6,DOMESTIC
VIRGINIA,AUGUSTA,3.0,RECREATION
VIRGINIA,AUGUSTA,2.6,DOMESTIC
VIRGINIA,AUGUSTA,2.3,DOMESTIC
VIRGINIA,AUGUSTA,2.3,DOMESTIC
VIRGINIA,AUGUSTA,0.5,DOMESTIC
VIRGINIA,BRUNSWICK,10.6,DOMESTIC
VIRGINIA,BRUNSWICK,1.5,DOMESTIC
VIRGINIA,BUCKINGHAM,0.6,-
VIRGINIA,CHARLOTTE,8.6,DOMESTIC
VIRGINIA,CHARLOTTE,3.4,DOMESTIC
VIRGINIA,CHARLOTTE,1.6,DOMESTIC
VIRGINIA,CHESAPEAKE,1.7,UNUSED
VIRGINIA,CLARKE,4.7,DOMESTIC
VIRGINIA,CUMBERLAND,18.6,DOMESTIC
VIRGINIA,CUMBERLAND,15.0,DOMESTIC
VIRGINIA,DINWIDDIE,47.8,DOMESTIC
VIRGINIA,FAIRFAX,13.3,UNUSED
VIRGINIA,FAIRFAX,7.9,UNUSED
VIRGINIA,FAIRFAX,3.7,UNUSED
VIRGINIA,FAIRFAX,3.4,UNUSED
VIRGINIA,FAIRFAX,2.3,UNUSED
VIRGINIA,FAIRFAX,1.8,UNUSED
VIRGINIA,FREDERICK,7.3,DOMESTIC
VIRGINIA,HALIFAX,4.3,DOMESTIC
VIRGINIA,HALIFAX,3.0,DOMESTIC
VIRGINIA,HALIFAX,2.7,DOMESTIC
VIRGINIA,HALIFAX,0.6,DOMESTIC
VIRGINIA,HENRICO,38.8,UNUSED
VIRGINIA,LOUISA,1.4,DOMESTIC
VIRGINIA,MECKLENBURG,6.9,DOMESTIC
VIRGINIA,MECKLENBURG,5.4,DOMESTIC
VIRGINIA,PAGE,0.3,DOMESTIC
VIRGINIA,PITTSYLVANIA,8.7,DOMESTIC
VIRGINIA,POWHATAN,4.8,DOMESTIC
VIRGINIA,POWHATAN,2.2,DOMESTIC
VIRGINIA,PRINCE EDWARD,17.8,DOMESTIC
VIRGINIA,PRINCE WILLIAM,7.7,UNUSED
VIRGINIA,PRINCE WILLIAM,4.9,UNUSED
VIRGINIA,PRINCE WILLIAM,3.4,UNUSED
VIRGINIA,PRINCE WILLIAM,2.9,UNUSED
VIRGINIA,PRINCE WILLIAM,2.2,UNUSED
VIRGINIA,PRINCE WILLIAM,2.2,UNUSED
VIRGINIA,PRINCE WILLIAM,2.1,UNUSED
VIRGINIA,PRINCE WILLIAM,1.9,UNUSED
VIRGINIA,PRINCE WILLIAM,1.9,UNUSED
VIRGINIA,PRINCE WILLIAM,1.2,UNUSED
VIRGINIA,PRINCE WILLIAM,1.1,UNUSED
VIRGINIA,ROCKINGHAM,10.9,DOMESTIC
VIRGINIA,ROCKINGHAM,1.3,DOMESTIC
VIRGINIA,ROCKINGHAM,0.7,DOMESTIC
VIRGINIA,ROCKINGHAM,0.5,DOMESTIC
VIRGINIA,SHENANDOAH,3.0,DOMESTIC
VIRGINIA,SHENANDOAH,0.4,DOMESTIC
VIRGINIA,SPOTSYLVANIA,1.0,DOMESTIC
VIRGINIA,STAFFORD,1.7,UNUSED
VIRGINIA,SUFFOLK,2.0,OTHER
VIRGINIA,VIRGINIA BEACH,9.2,UNUSED
WASHINGTON,ADAMS,10.8,PUBLIC SUPPLY
WASHINGTON,ADAMS,10.0,PUBLIC SUPPLY
WASHINGTON,ADAMS,8.3,PUBLIC SUPPLY
WASHINGTON,ADAMS,4.5,UNUSED
WASHINGTON,ADAMS,4.4,UNUSED
WASHINGTON,ADAMS,4.3,UNUSED
WASHINGTON,ADAMS,2.2,INDUSTRIAL
WASHINGTON,ADAMS,1.6,UNUSED
WASHINGTON,DOUGLAS,2.1,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,18.8,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,14.5,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,13.6,UNUSED
WASHINGTON,FRANKLIN,12.9,UNUSED
WASHINGTON,FRANKLIN,11.1,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,11.0,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,10.9,UNUSED
WASHINGTON,FRANKLIN,9.2,UNUSED
WASHINGTON,FRANKLIN,9.0,UNUSED
WASHINGTON,FRANKLIN,8.7,UNUSED
WASHINGTON,FRANKLIN,8.3,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,8.2,UNUSED
WASHINGTON,FRANKLIN,7.9,UNUSED
WASHINGTON,FRANKLIN,7.7,PUBLIC SUPPLY
WASHINGTON,FRANKLIN,7.5,UNUSED
WASHINGTON,FRANKLIN,7.4,UNUSED
WASHINGTON,FRANKLIN,7.4,UNUSED
WASHINGTON,FRANKLIN,7.2,UNUSED
WASHINGTON,FRANKLIN,7.1,UNUSED
WASHINGTON,FRANKLIN,6.8,UNUSED
WASHINGTON,FRANKLIN,6.4,RECREATION
WASHINGTON,FRANKLIN,6.2,RECREATION
WASHINGTON,FRANKLIN,5.9,UNUSED
WASHINGTON,FRANKLIN,5.8,UNUSED
WASHINGTON,FRANKLIN,3.7,UNUSED
WASHINGTON,GRANT,18.2,PUBLIC SUPPLY
WASHINGTON,GRANT,17.5,UNUSED
WASHINGTON,GRANT,12.0,UNUSED
WASHINGTON,GRANT,10.0,UNUSED
WASHINGTON,GRANT,9.4,UNUSED
WASHINGTON,GRANT,9.1,UNUSED
WASHINGTON,GRANT,8.1,UNUSED
WASHINGTON,GRANT,7.6,UNUSED
WASHINGTON,GRANT,7.3,RECREATION
WASHINGTON,GRANT,7.2,UNUSED
WASHINGTON,GRANT,7.0,UNUSED
WASHINGTON,GRANT,6.8,UNUSED
WASHINGTON,GRANT,6.4,RECREATION
WASHINGTON,GRANT,6.3,UNUSED
WASHINGTON,GRANT,6.1,UNUSED
WASHINGTON,GRANT,6.0,PUBLIC SUPPLY
WASHINGTON,GRANT,5.6,RECREATION
WASHINGTON,GRANT,5.0,UNUSED
WASHINGTON,GRANT,4.8,UNUSED
WASHINGTON,GRANT,4.7,PUBLIC SUPPLY
WASHINGTON,GRANT,4.4,UNUSED
WASHINGTON,GRANT,4.4,UNUSED
WASHINGTON,GRANT,4.2,UNUSED
WASHINGTON,GRANT,4.1,PUBLIC SUPPLY
WASHINGTON,GRANT,4.1,UNUSED
WASHINGTON,GRANT,4.0,UNUSED
WASHINGTON,GRANT,3.5,PUBLIC SUPPLY
WASHINGTON,GRANT,3.3,UNUSED
WASHINGTON,GRANT,3.3,UNUSED
WASHINGTON,GRANT,2.7,PUBLIC SUPPLY
WASHINGTON,GRANT,2.6,UNUSED
WASHINGTON,GRANT,2.3,UNUSED
WASHINGTON,GRANT,2.2,UNUSED
WASHINGTON,GRANT,1.7,UNUSED
WASHINGTON,PIERCE,5.6,UNUSED
WASHINGTON,PIERCE,4.5,UNUSED
WASHINGTON,PIERCE,2.4,UNUSED
WASHINGTON,PIERCE,1.9,UNUSED
WASHINGTON,PIERCE,1.4,UNUSED
WASHINGTON,PIERCE,1.1,UNUSED
WASHINGTON,PIERCE,1.0,UNUSED
WASHINGTON,PIERCE,0.8,UNUSED
WASHINGTON,PIERCE,0.7,UNUSED
WASHINGTON,PIERCE,0.6,UNUSED
WASHINGTON,PIERCE,0.6,UNUSED
WASHINGTON,PIERCE,0.4,UNUSED
WASHINGTON,PIERCE,0.4,UNUSED
WASHINGTON,THURSTON,2.4,UNUSED
WASHINGTON,THURSTON,2.4,UNUSED
WASHINGTON,THURSTON,1.3,UNUSED
WASHINGTON,THURSTON,1.3,UNUSED
WASHINGTON,THURSTON,1.2,UNUSED
WASHINGTON,THURSTON,1.2,UNUSED
WASHINGTON,THURSTON,1.1,UNUSED
WASHINGTON,THURSTON,1.0,UNUSED
WASHINGTON,THURSTON,0.8,UNUSED
WASHINGTON,THURSTON,0.6,UNUSED
WASHINGTON,THURSTON,0.6,UNUSED
WASHINGTON,THURSTON,0.5,UNUSED
WASHINGTON,WHATCOM,1.0,UNUSED
WASHINGTON,WHATCOM,0.7,PUBLIC SUPPLY
WASHINGTON,WHATCOM,0.6,DOMESTIC
WASHINGTON,WHATCOM,0.6,UNUSED
WASHINGTON,WHATCOM,0.6,UNUSED
WASHINGTON,WHATCOM,0.6,DOMESTIC
WASHINGTON,WHATCOM,0.6,UNUSED
WASHINGTON,WHATCOM,0.5,UNUSED
WASHINGTON,WHATCOM,0.4,UNUSED
WASHINGTON,WHITMAN,11.1,PUBLIC SUPPLY
WASHINGTON,WHITMAN,10.9,INDUSTRIAL
WASHINGTON,WHITMAN,6.4,PUBLIC SUPPLY
WASHINGTON,WHITMAN,4.2,PUBLIC SUPPLY
WASHINGTON,WHITMAN,3.3,PUBLIC SUPPLY
WASHINGTON,WHITMAN,2.5,RECREATION
WASHINGTON,WHITMAN,2.3,PUBLIC SUPPLY
WASHINGTON,WHITMAN,1.2,PUBLIC SUPPLY
WEST VIRGINIA,BERKELEY,7.0,DOMESTIC
WEST VIRGINIA,BERKELEY,3.2,DOMESTIC
WEST VIRGINIA,JEFFERSON,40.3,DOMESTIC
WEST VIRGINIA,JEFFERSON,12.3,DOMESTIC
WEST VIRGINIA,JEFFERSON,4.7,DOMESTIC
WEST VIRGINIA,JEFFERSON,1.4,DOMESTIC
WISCONSIN,ADAMS,0.8,UNUSED
WISCONSIN,BROWN,31.1,PUBLIC SUPPLY
WISCONSIN,COLUMBIA,2.0,DOMESTIC
WISCONSIN,COLUMBIA,0.5,DOMESTIC
WISCONSIN,FLORENCE,4.6,DOMESTIC
WISCONSIN,FOND DU LAC,52.9,DOMESTIC
WISCONSIN,FOND DU LAC,2.0,PUBLIC SUPPLY
WISCONSIN,FOREST,2.5,DOMESTIC
WISCONSIN,FOREST,1.4,UNUSED
WISCONSIN,FOREST,1.3,DOMESTIC
WISCONSIN,FOREST,1.2,DOMESTIC
WISCONSIN,FOREST,0.8,UNUSED
WISCONSIN,GREEN LAKE,2.0,DOMESTIC
WISCONSIN,GREEN LAKE,0.3,DOMESTIC
WISCONSIN,KENOSHA,7.3,DOMESTIC
WISCONSIN,KENOSHA,7.1,DOMESTIC
WISCONSIN,KENOSHA,3.2,DOMESTIC
WISCONSIN,LANGLADE,2.9,UNUSED
WISCONSIN,LANGLADE,1.1,DOMESTIC
WISCONSIN,MARATHON,2.5,DOMESTIC
WISCONSIN,MARATHON,2.2,UNUSED
WISCONSIN,MARINETTE,5.4,COMMERICIAL
WISCONSIN,MARINETTE,4.4,PUBLIC SUPPLY
WISCONSIN,MARINETTE,1.9,DOMESTIC
WISCONSIN,MARINETTE,0.9,DOMESTIC
WISCONSIN,MARQUETTE,5.1,UNUSED
WISCONSIN,MARQUETTE,1.2,DOMESTIC
WISCONSIN,MARQUETTE,1.1,INSTITUTIONAL
WISCONSIN,MARQUETTE,0.5,DOMESTIC
WISCONSIN,MARQUETTE,0.5,UNUSED
WISCONSIN,MARQUETTE,0.3,UNUSED
WISCONSIN,MARQUETTE,0.3,UNUSED
WISCONSIN,MARQUETTE,0.2,UNUSED
WISCONSIN,OCONTO,5.2,DOMESTIC
WISCONSIN,OCONTO,2.5,DOMESTIC
WISCONSIN,OCONTO,1.9,DOMESTIC
WISCONSIN,OUTAGAMIE,4.9,DOMESTIC
WISCONSIN,OUTAGAMIE,2.7,DEWATER
WISCONSIN,OZAUKEE,4.1,STOCK
WISCONSIN,PIERCE,91.3,DOMESTIC
WISCONSIN,PIERCE,3.7,DOMESTIC
WISCONSIN,PIERCE,1.0,DOMESTIC
WISCONSIN,POLK,2.4,DOMESTIC
WISCONSIN,POLK,2.1,DOMESTIC
WISCONSIN,POLK,1.9,DOMESTIC
WISCONSIN,PORTAGE,2.6,UNUSED
WISCONSIN,PORTAGE,2.1,UNUSED
WISCONSIN,PORTAGE,1.5,UNUSED
WISCONSIN,PORTAGE,1.3,DOMESTIC
WISCONSIN,PORTAGE,0.9,UNUSED
WISCONSIN,PORTAGE,0.6,UNUSED
WISCONSIN,PORTAGE,0.2,UNUSED
WISCONSIN,RACINE,4.4,DOMESTIC
WISCONSIN,RACINE,3.8,UNUSED
WISCONSIN,RACINE,3.5,DOMESTIC
WISCONSIN,RACINE,2.9,UNUSED
WISCONSIN,RACINE,2.8,DOMESTIC
WISCONSIN,RACINE,2.7,DOMESTIC
WISCONSIN,SHAWANO,3.6,INSTITUTIONAL
WISCONSIN,SHAWANO,2.9,DOMESTIC
WISCONSIN,SHAWANO,2.9,DOMESTIC
WISCONSIN,SHAWANO,2.5,DOMESTIC
WISCONSIN,SHAWANO,1.2,UNUSED
WISCONSIN,SHAWANO,1.2,UNUSED
WISCONSIN,ST CROIX,2.2,DOMESTIC
WISCONSIN,ST CROIX,1.4,DOMESTIC
WISCONSIN,ST CROIX,1.1,DOMESTIC
WISCONSIN,VILAS,1.1,DOMESTIC
WISCONSIN,WALWORTH,6.4,UNUSED
WISCONSIN,WALWORTH,4.9,DOMESTIC
WISCONSIN,WALWORTH,3.9,DOMESTIC
WISCONSIN,WALWORTH,3.4,DOMESTIC
WISCONSIN,WALWORTH,3.2,DOMESTIC
WISCONSIN,WALWORTH,2.5,DOMESTIC
WISCONSIN,WALWORTH,2.3,DOMESTIC
WISCONSIN,WASHINGTON,4.8,DOMESTIC
WISCONSIN,WAUKESHA,8.2,UNUSED
WISCONSIN,WAUKESHA,5.8,UNUSED
WISCONSIN,WAUKESHA,4.9,DOMESTIC
WISCONSIN,WAUKESHA,4.5,UNUSED
WISCONSIN,WAUKESHA,4.4,DOMESTIC
WISCONSIN,WAUKESHA,4.4,UNUSED
WISCONSIN,WAUKESHA,4.4,UNUSED
WISCONSIN,WAUKESHA,3.1,UNUSED
WISCONSIN,WAUKESHA,2.7,DOMESTIC
WISCONSIN,WAUKESHA,2.7,UNUSED
WISCONSIN,WAUKESHA,2.5,DOMESTIC
WISCONSIN,WAUKESHA,2.3,DOMESTIC
WISCONSIN,WAUKESHA,2.2,DOMESTIC
WISCONSIN,WAUKESHA,2.1,UNUSED
WISCONSIN,WAUKESHA,1.9,UNUSED
WISCONSIN,WAUKESHA,1.8,DOMESTIC
WISCONSIN,WAUPACA,4.8,DOMESTIC
WISCONSIN,WAUPACA,3.5,UNUSED
WISCONSIN,WAUPACA,1.9,UNUSED
WISCONSIN,WAUPACA,1.7,UNUSED
WISCONSIN,WAUPACA,1.6,UNUSED
WISCONSIN,WAUPACA,1.5,UNUSED
WISCONSIN,WAUPACA,0.8,UNUSED
WISCONSIN,WAUSHARA,4.8,DOMESTIC
WISCONSIN,WAUSHARA,0.9,DOMESTIC
WISCONSIN,WAUSHARA,0.9,UNUSED
WISCONSIN,WAUSHARA,0.8,DOMESTIC
WISCONSIN,WAUSHARA,0.6,UNUSED
WISCONSIN,WAUSHARA,0.6,UNUSED
WISCONSIN,WAUSHARA,0.4,UNUSED
WISCONSIN,WINNEBAGO,15.3,PUBLIC SUPPLY
WISCONSIN,WINNEBAGO,4.2,DOMESTIC
WISCONSIN,WINNEBAGO,3.3,DOMESTIC
WISCONSIN,WINNEBAGO,1.1,DOMESTIC
WYOMING,BIG HORN,265.0,DOMESTIC
WYOMING,BIG HORN,101.8,DOMESTIC
WYOMING,BIG HORN,70.4,DOMESTIC
WYOMING,BIG HORN,54.7,DOMESTIC
WYOMING,BIG HORN,31.7,UNUSED
WYOMING,BIG HORN,27.1,DOMESTIC
WYOMING,FREMONT,355.8,UNUSED
WYOMING,FREMONT,103.1,UNUSED
WYOMING,FREMONT,84.6,UNUSED
WYOMING,FREMONT,44.2,UNUSED
WYOMING,FREMONT,35.5,UNUSED
WYOMING,FREMONT,12.4,UNUSED
WYOMING,FREMONT,11.8,UNUSED
WYOMING,FREMONT,9.1,UNUSED
WYOMING,FREMONT,6.6,UNUSED
WYOMING,FREMONT,3.8,UNUSED
WYOMING,LARAMIE,11.0,DOMESTIC
WYOMING,PARK,56.9,DOMESTIC
WYOMING,PARK,56.3,DOMESTIC
WYOMING,PARK,53.5,DOMESTIC
WYOMING,PARK,24.7,STOCK
WYOMING,PARK,23.5,DOMESTIC
WYOMING,PARK,20.8,DOMESTIC
WYOMING,PARK,20.1,DOMESTIC
WYOMING,PARK,14.8,UNUSED
WYOMING,PARK,8.6,DOMESTIC
WYOMING,PARK,6.5,DOMESTIC
WYOMING,PARK,5.6,DOMESTIC
WYOMING,SHERIDAN,55.9,UNUSED
WYOMING,SHERIDAN,24.0,UNUSED
WYOMING,SHERIDAN,23.5,UNUSED
WYOMING,SHERIDAN,21.0,UNUSED
WYOMING,SHERIDAN,19.1,UNUSED
WYOMING,SHERIDAN,18.1,UNUSED
WYOMING,SHERIDAN,18.1,UNUSED
WYOMING,SHERIDAN,10.5,UNUSED
WYOMING,SHERIDAN,8.0,UNUSED
WYOMING,SHERIDAN,5.0,UNUSED
WYOMING,WASHAKIE,471.5,UNUSED
WYOMING,WASHAKIE,66.3,DOMESTIC
WYOMING,WASHAKIE,62.1,DOMESTIC
WYOMING,WASHAKIE,58.9,STOCK
WYOMING,WASHAKIE,50.9,DOMESTIC
WYOMING,WASHAKIE,37.6,DOMESTIC
WYOMING,WASHAKIE,24.7,DOMESTIC
WYOMING,WASHAKIE,11.3,STOCK
