State,County,Lithium mcg/L,Primary water use,county_fips
MISSISSIPPI,LAMAR,8.9,IRRIGATION,28073
MISSISSIPPI,LAMAR,1,DOMESTIC,28073
MISSISSIPPI,LEFLORE,8.2,INDUSTRIAL,28083
MISSISSIPPI,LEFLORE,7.8,DOMESTIC,28083
MISSISSIPPI,PANOLA,5.3,DOMESTIC,28107
MISSISSIPPI,PEARL RIVER,5,DOMESTIC,28109
MISSISSIPPI,PEARL RIVER,0.8,DOMESTIC,28109
MISSISSIPPI,PERRY,0.6,OTHER,28111
MISSISSIPPI,PIKE,1.2,DOMESTIC,28113
MISSISSIPPI,STONE,7.7,DOMESTIC,28131
MISSISSIPPI,STONE,1,INDUSTRIAL,28131
MISSISSIPPI,TATE,22.7,DOMESTIC,28137
MISSISSIPPI,TATE,0.7,DOMESTIC,28137
MISSISSIPPI,TATE,0.4,UNUSED,28137
MISSISSIPPI,YALOBUSHA,1.9,DOMESTIC,28161
MISSISSIPPI,YALOBUSHA,0.8,DOMESTIC,28161
MISSOURI,BARRY,0.4,DOMESTIC,29009
MISSOURI,BARTON,2.6,DOMESTIC,29011
MISSOURI,DADE,18.2,DOMESTIC,29057
MISSOURI,DADE,15.1,DOMESTIC,29057
MISSOURI,DADE,6.2,DOMESTIC,29057
MISSOURI,DADE,2.9,DOMESTIC,29057
MISSOURI,DADE,0.6,DOMESTIC,29057
MISSOURI,GREENE,4.3,DOMESTIC,29077
MISSOURI,GREENE,0.4,DOMESTIC,29077
MISSOURI,GREENE,0.4,DOMESTIC,29077
MISSOURI,JASPER,2.7,DOMESTIC,29097
MISSOURI,JASPER,0.6,DOMESTIC,29097
MISSOURI,JASPER,0.6,DOMESTIC,29097
MISSOURI,JASPER,0.4,DOMESTIC,29097
MISSOURI,LAWRENCE,22.1,DOMESTIC,29109
MISSOURI,LAWRENCE,9,DOMESTIC,29109
MISSOURI,LAWRENCE,4.7,DOMESTIC,29109
MISSOURI,NEWTON,5,DOMESTIC,29145
MISSOURI,NEWTON,1,DOMESTIC,29145
MISSOURI,ST CHARLES,55.6,UNUSED,29183
MISSOURI,ST CHARLES,29.8,UNUSED,29183
MISSOURI,ST CHARLES,15,UNUSED,29183
MISSOURI,ST CHARLES,6.1,UNUSED,29183
MISSOURI,ST CHARLES,5.3,UNUSED,29183
MISSOURI,ST CHARLES,3.1,UNUSED,29183
MISSOURI,ST CHARLES,1.9,UNUSED,29183
MISSOURI,ST CHARLES,1.8,UNUSED,29183
MISSOURI,ST CHARLES,1,UNUSED,29183
MISSOURI,ST CHARLES,0.6,UNUSED,29183
MONTANA,CARBON,130.4,UNUSED,30009
MONTANA,CARBON,111.4,STOCK,30009
MONTANA,CARBON,23.6,DOMESTIC,30009
MONTANA,CARBON,20.2,DOMESTIC,30009
MONTANA,CARBON,19.2,DOMESTIC,30009
MONTANA,CARBON,11.3,DOMESTIC,30009
MONTANA,CARBON,3.7,UNUSED,30009
MONTANA,CARBON,1,UNUSED,30009
MONTANA,CARBON,0.9,UNUSED,30009
MONTANA,CARBON,0.8,UNUSED,30009
MONTANA,CARBON,0.7,UNUSED,30009
MONTANA,CARBON,0.7,UNUSED,30009
MONTANA,CARBON,0.6,UNUSED,30009
MONTANA,CARBON,0.6,UNUSED,30009
MONTANA,CARBON,0.5,UNUSED,30009
MONTANA,CARBON,0.4,UNUSED,30009
MONTANA,MISSOULA,6.4,DOMESTIC,30063
MONTANA,MISSOULA,6.2,DOMESTIC,30063
MONTANA,MISSOULA,6,IRRIGATION,30063
MONTANA,MISSOULA,4.9,DOMESTIC,30063
MONTANA,MISSOULA,4,DOMESTIC,30063
MONTANA,MISSOULA,3.8,IRRIGATION,30063
MONTANA,MISSOULA,3.7,DOMESTIC,30063
MONTANA,MISSOULA,1.5,DOMESTIC,30063
MONTANA,MISSOULA,1.2,DOMESTIC,30063
MONTANA,MISSOULA,0.5,DOMESTIC,30063
MONTANA,RAVALLI,10.5,DOMESTIC,30081
MONTANA,RAVALLI,9.3,DOMESTIC,30081
MONTANA,RAVALLI,7.7,DOMESTIC,30081
MONTANA,RAVALLI,5.7,DOMESTIC,30081
MONTANA,RAVALLI,5.2,DOMESTIC,30081
MONTANA,RAVALLI,4.8,DOMESTIC,30081
MONTANA,RAVALLI,4.7,DOMESTIC,30081
MONTANA,RAVALLI,4.1,DOMESTIC,30081
MONTANA,RAVALLI,3.5,DOMESTIC,30081
MONTANA,RAVALLI,3.4,DOMESTIC,30081
MONTANA,RAVALLI,1.8,DOMESTIC,30081
MONTANA,RAVALLI,1.5,DOMESTIC,30081
MONTANA,RAVALLI,1.5,DOMESTIC,30081
MONTANA,RAVALLI,1.4,DOMESTIC,30081
MONTANA,RAVALLI,1.4,DOMESTIC,30081
MONTANA,RAVALLI,1.4,DOMESTIC,30081
MONTANA,RAVALLI,1.4,DOMESTIC,30081
MONTANA,RAVALLI,1,DOMESTIC,30081
MONTANA,RAVALLI,0.6,DOMESTIC,30081
MONTANA,RAVALLI,0.4,DOMESTIC,30081
NEBRASKA,ADAMS,20.7,DOMESTIC,31001
NEBRASKA,ADAMS,20.5,UNUSED,31001
NEBRASKA,ADAMS,14.1,PUBLIC SUPPLY,31001
NEBRASKA,ADAMS,12.9,DOMESTIC,31001
NEBRASKA,ANTELOPE,13.9,DOMESTIC,31003
NEBRASKA,ARTHUR,11,DOMESTIC,31005
NEBRASKA,BLAINE,7.6,DOMESTIC,31009
NEBRASKA,BOONE,12.6,DOMESTIC,31011
NEBRASKA,BOX BUTTE,26,DOMESTIC,31013
NEBRASKA,BROWN,9.5,DOMESTIC,31017
NEBRASKA,BROWN,9.2,DOMESTIC,31017
NEBRASKA,BUFFALO,30.2,DOMESTIC,31019
NEBRASKA,BUFFALO,17.4,DOMESTIC,31019
NEBRASKA,BUFFALO,14.7,DOMESTIC,31019
NEBRASKA,BURT,26.7,UNUSED,31021
NEBRASKA,BURT,15.8,UNUSED,31021
NEBRASKA,BUTLER,35.9,PUBLIC SUPPLY,31023
NEBRASKA,BUTLER,12.6,UNUSED,31023
NEBRASKA,BUTLER,12.1,UNUSED,31023
NEBRASKA,CEDAR,42.3,DOMESTIC,31027
NEBRASKA,CEDAR,28.9,UNUSED,31027
NEBRASKA,CEDAR,19,UNUSED,31027
NEBRASKA,CHASE,26.1,DOMESTIC,31029
NEBRASKA,CHASE,25.9,DOMESTIC,31029
NEBRASKA,CHASE,17.3,DOMESTIC,31029
NEBRASKA,CHERRY,16.1,DOMESTIC,31031
NEBRASKA,CHERRY,15.4,DOMESTIC,31031
NEBRASKA,CHERRY,12.9,DOMESTIC,31031
NEBRASKA,CHERRY,11.5,DOMESTIC,31031
NEBRASKA,CHERRY,10.5,DOMESTIC,31031
NEBRASKA,CHERRY,8.9,DOMESTIC,31031
NEBRASKA,CHERRY,8.8,DOMESTIC,31031
NEBRASKA,CHERRY,8.5,DOMESTIC,31031
NEBRASKA,CHERRY,8.2,DOMESTIC,31031
NEBRASKA,CHERRY,7.1,DOMESTIC,31031
NEBRASKA,CHERRY,5.4,DOMESTIC,31031
NEBRASKA,CHERRY,4.6,DOMESTIC,31031
NEBRASKA,CHERRY,3.6,DOMESTIC,31031
NEBRASKA,CHEYENNE,19.9,DOMESTIC,31033
NEBRASKA,CHEYENNE,19.5,DOMESTIC,31033
NEBRASKA,CHEYENNE,19.4,DOMESTIC,31033
NEBRASKA,CHEYENNE,16.7,DOMESTIC,31033
NEBRASKA,CLAY,27.5,DOMESTIC,31035
NEBRASKA,CLAY,19,DOMESTIC,31035
NEBRASKA,CLAY,17.6,UNUSED,31035
NEBRASKA,CLAY,10.1,UNUSED,31035
NEBRASKA,CLAY,8.1,DOMESTIC,31035
NEBRASKA,COLFAX,86,DOMESTIC,31037
NEBRASKA,COLFAX,15.4,UNUSED,31037
NEBRASKA,CUMING,37.9,UNUSED,31039
NEBRASKA,CUMING,33.9,UNUSED,31039
NEBRASKA,CUMING,27.7,UNUSED,31039
NEBRASKA,CUMING,24.7,DOMESTIC,31039
NEBRASKA,CUMING,16.3,UNUSED,31039
NEBRASKA,CUSTER,19.7,DOMESTIC,31041
NEBRASKA,CUSTER,16.1,DOMESTIC,31041
NEBRASKA,CUSTER,15.5,DOMESTIC,31041
NEBRASKA,CUSTER,15.4,DOMESTIC,31041
NEBRASKA,CUSTER,12.2,DOMESTIC,31041
NEBRASKA,DAWSON,28.1,DOMESTIC,31047
NEBRASKA,DAWSON,24.3,DOMESTIC,31047
NEBRASKA,DAWSON,17.3,DOMESTIC,31047
NEBRASKA,DEUEL,12.4,DOMESTIC,31049
NEBRASKA,DIXON,22.9,UNUSED,31051
NEBRASKA,DODGE,117.9,UNUSED,31053
NEBRASKA,DODGE,71.2,UNUSED,31053
NEBRASKA,DODGE,34,UNUSED,31053
NEBRASKA,DODGE,12.6,UNUSED,31053
NEBRASKA,DODGE,11.3,DOMESTIC,31053
NEBRASKA,DOUGLAS,34.1,UNUSED,31055
NEBRASKA,FILLMORE,42,DOMESTIC,31059
NEBRASKA,FILLMORE,23.3,UNUSED,31059
NEBRASKA,FILLMORE,20.3,UNUSED,31059
NEBRASKA,FILLMORE,18,DOMESTIC,31059
NEBRASKA,FILLMORE,15,UNUSED,31059
NEBRASKA,FILLMORE,13,DOMESTIC,31059
NEBRASKA,FILLMORE,8.4,PUBLIC SUPPLY,31059
NEBRASKA,FRANKLIN,16.1,DOMESTIC,31061
NEBRASKA,FRANKLIN,12.5,DOMESTIC,31061
NEBRASKA,FURNAS,25.3,DOMESTIC,31065
NEBRASKA,GARDEN,8.8,DOMESTIC,31069
NEBRASKA,GARFIELD,15.2,DOMESTIC,31071
NEBRASKA,GARFIELD,3.7,DOMESTIC,31071
NEBRASKA,GOSPER,22.5,DOMESTIC,31073
NEBRASKA,GOSPER,22.2,DOMESTIC,31073
NEBRASKA,GRANT,11.5,DOMESTIC,31075
NEBRASKA,GRANT,7.1,DOMESTIC,31075
NEBRASKA,HALL,26.6,DOMESTIC,31079
NEBRASKA,HALL,17.3,DOMESTIC,31079
NEBRASKA,HAMILTON,23.4,UNUSED,31081
NEBRASKA,HAMILTON,18.9,UNUSED,31081
NEBRASKA,HAMILTON,18.1,UNUSED,31081
NEBRASKA,HAMILTON,15.4,UNUSED,31081
NEBRASKA,HAMILTON,14.5,UNUSED,31081
NEBRASKA,HAMILTON,13.6,PUBLIC SUPPLY,31081
NEBRASKA,HAMILTON,13.1,DOMESTIC,31081
NEBRASKA,HARLAN,21.2,DOMESTIC,31083
NEBRASKA,HAYES,30.5,DOMESTIC,31085
NEBRASKA,HITCHCOCK,35.2,DOMESTIC,31087
NEBRASKA,HITCHCOCK,30.9,DOMESTIC,31087
NEBRASKA,HITCHCOCK,26.8,DOMESTIC,31087
NEBRASKA,HOLT,16.3,DOMESTIC,31089
NEBRASKA,HOLT,12.5,DOMESTIC,31089
NEBRASKA,HOLT,11.6,DOMESTIC,31089
NEBRASKA,HOLT,10,DOMESTIC,31089
NEBRASKA,HOLT,9.9,DOMESTIC,31089
NEBRASKA,HOLT,8.8,DOMESTIC,31089
NEBRASKA,HOLT,8.2,DOMESTIC,31089
NEBRASKA,HOLT,5.7,DOMESTIC,31089
NEBRASKA,HOLT,4.3,DOMESTIC,31089
NEBRASKA,HOLT,3.8,DOMESTIC,31089
NEBRASKA,HOWARD,15.5,DOMESTIC,31093
NEBRASKA,JEFFERSON,18.6,DOMESTIC,31095
NEBRASKA,JEFFERSON,15.9,UNUSED,31095
NEBRASKA,JEFFERSON,8.1,UNUSED,31095
NEBRASKA,KEARNEY,47.5,UNUSED,31099
NEBRASKA,KEARNEY,22.6,PUBLIC SUPPLY,31099
NEBRASKA,KEARNEY,19.2,DOMESTIC,31099
NEBRASKA,KEARNEY,14.9,UNUSED,31099
NEBRASKA,KEARNEY,12.4,UNUSED,31099
NEBRASKA,KEITH,86.2,UNUSED,31101
NEBRASKA,KEITH,67,UNUSED,31101
NEBRASKA,KEITH,50.7,UNUSED,31101
NEBRASKA,KEITH,34.1,UNUSED,31101
NEBRASKA,KEITH,15,DOMESTIC,31101
NEBRASKA,KEITH,13.6,DOMESTIC,31101
NEBRASKA,KEITH,12.2,DOMESTIC,31101
NEBRASKA,KEITH,10.1,DOMESTIC,31101
NEBRASKA,KIMBALL,21,DOMESTIC,31105
NEBRASKA,KIMBALL,18.1,DOMESTIC,31105
NEBRASKA,KIMBALL,17.7,DOMESTIC,31105
NEBRASKA,KNOX,37.7,UNUSED,31107
NEBRASKA,LINCOLN,39.3,UNUSED,31111
NEBRASKA,LINCOLN,22,DOMESTIC,31111
NEBRASKA,LINCOLN,12.9,DOMESTIC,31111
NEBRASKA,LINCOLN,12.8,DOMESTIC,31111
NEBRASKA,LINCOLN,12.5,UNUSED,31111
NEBRASKA,LINCOLN,11.3,DOMESTIC,31111
NEBRASKA,LINCOLN,10.5,DOMESTIC,31111
NEBRASKA,LINCOLN,9.5,DOMESTIC,31111
NEBRASKA,LINCOLN,8.5,DOMESTIC,31111
NEBRASKA,LOGAN,11.7,DOMESTIC,31113
NEBRASKA,MADISON,19.8,PUBLIC SUPPLY,31119
NEBRASKA,MADISON,14.1,DOMESTIC,31119
NEBRASKA,MCPHERSON,13.1,DOMESTIC,31117
NEBRASKA,MCPHERSON,8.1,DOMESTIC,31117
NEBRASKA,NANCE,20.2,DOMESTIC,31125
NEBRASKA,NUCKOLLS,28.9,DOMESTIC,31129
NEBRASKA,NUCKOLLS,26.9,DOMESTIC,31129
NEBRASKA,NUCKOLLS,15.4,UNUSED,31129
NEBRASKA,PERKINS,19.5,DOMESTIC,31135
NEBRASKA,PERKINS,19.1,DOMESTIC,31135
NEBRASKA,PERKINS,18,DOMESTIC,31135
NEBRASKA,PHELPS,22.5,DOMESTIC,31137
NEBRASKA,PIERCE,104.7,UNUSED,31139
NEBRASKA,PIERCE,83,UNUSED,31139
NEBRASKA,PIERCE,43.2,UNUSED,31139
NEBRASKA,PIERCE,28.1,DOMESTIC,31139
NEBRASKA,PIERCE,18.8,DOMESTIC,31139
NEBRASKA,PIERCE,12.7,DOMESTIC,31139
NEBRASKA,PIERCE,8,DOMESTIC,31139
NEBRASKA,PLATTE,29.5,DOMESTIC,31141
NEBRASKA,PLATTE,20.5,DOMESTIC,31141
NEBRASKA,PLATTE,18.5,DOMESTIC,31141
NEBRASKA,PLATTE,18.2,UNUSED,31141
NEBRASKA,POLK,23.9,DOMESTIC,31143
NEBRASKA,POLK,17.6,UNUSED,31143
NEBRASKA,POLK,13.8,UNUSED,31143
NEBRASKA,POLK,12.9,UNUSED,31143
NEBRASKA,ROCK,9.9,DOMESTIC,31149
NEBRASKA,ROCK,8.3,DOMESTIC,31149
NEBRASKA,SALINE,18.4,UNUSED,31151
NEBRASKA,SALINE,15.8,DOMESTIC,31151
NEBRASKA,SALINE,14.1,UNUSED,31151
NEBRASKA,SEWARD,27.6,PUBLIC SUPPLY,31159
NEBRASKA,SEWARD,17.6,UNUSED,31159
NEBRASKA,SHERIDAN,74.5,DOMESTIC,31161
NEBRASKA,SHERIDAN,27,DOMESTIC,31161
NEBRASKA,SHERIDAN,21.5,DOMESTIC,31161
NEBRASKA,SHERIDAN,18.1,DOMESTIC,31161
NEBRASKA,SHERIDAN,7.9,DOMESTIC,31161
NEBRASKA,SHERIDAN,7.1,DOMESTIC,31161
NEBRASKA,STANTON,89.1,UNUSED,31167
NEBRASKA,STANTON,66.7,UNUSED,31167
NEBRASKA,STANTON,44.3,DOMESTIC,31167
NEBRASKA,STANTON,29.3,UNUSED,31167
NEBRASKA,STANTON,3.9,UNUSED,31167
NEBRASKA,THAYER,20.2,UNUSED,31169
NEBRASKA,VALLEY,1.5,DOMESTIC,31175
NEBRASKA,WAYNE,126.3,UNUSED,31179
NEBRASKA,WAYNE,82.9,UNUSED,31179
NEBRASKA,WAYNE,72.5,UNUSED,31179
NEBRASKA,WAYNE,63.6,UNUSED,31179
NEBRASKA,WAYNE,57.7,DOMESTIC,31179
NEBRASKA,WAYNE,46.5,UNUSED,31179
NEBRASKA,WAYNE,30.3,DOMESTIC,31179
NEBRASKA,WAYNE,29.7,UNUSED,31179
NEBRASKA,WAYNE,29.3,DOMESTIC,31179
NEBRASKA,WAYNE,25.1,UNUSED,31179
NEBRASKA,WEBSTER,17.4,UNUSED,31181
NEBRASKA,WHEELER,9.2,DOMESTIC,31183
NEBRASKA,WHEELER,7.3,DOMESTIC,31183
NEBRASKA,YORK,29.9,UNUSED,31185
NEBRASKA,YORK,21.8,PUBLIC SUPPLY,31185
NEBRASKA,YORK,19.2,PUBLIC SUPPLY,31185
NEBRASKA,YORK,18.1,PUBLIC SUPPLY,31185
NEBRASKA,YORK,17.8,PUBLIC SUPPLY,31185
NEBRASKA,YORK,17.5,DOMESTIC,31185
NEBRASKA,YORK,17.1,PUBLIC SUPPLY,31185
NEBRASKA,YORK,17.1,PUBLIC SUPPLY,31185
NEBRASKA,YORK,16.3,PUBLIC SUPPLY,31185
NEBRASKA,YORK,15.4,UNUSED,31185
NEBRASKA,YORK,15.3,DOMESTIC,31185
NEBRASKA,YORK,14.8,DOMESTIC,31185
NEBRASKA,YORK,14.3,PUBLIC SUPPLY,31185
NEVADA,CARSON CITY,66.4,DOMESTIC,32510
NEVADA,CARSON CITY,58.1,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,44.2,UNUSED,32510
NEVADA,CARSON CITY,36.1,UNUSED,32510
NEVADA,CARSON CITY,26.1,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,25.2,UNUSED,32510
NEVADA,CARSON CITY,22.8,UNUSED,32510
NEVADA,CARSON CITY,20.9,UNUSED,32510
NEVADA,CARSON CITY,20.3,UNUSED,32510
NEVADA,CARSON CITY,16.7,UNUSED,32510
NEVADA,CARSON CITY,15,UNUSED,32510
NEVADA,CARSON CITY,14.8,UNUSED,32510
NEVADA,CARSON CITY,13.6,UNUSED,32510
NEVADA,CARSON CITY,13.5,UNUSED,32510
NEVADA,CARSON CITY,13.5,UNUSED,32510
NEVADA,CARSON CITY,11.3,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,11.1,UNUSED,32510
NEVADA,CARSON CITY,10.2,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,8.8,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,6.3,UNUSED,32510
NEVADA,CARSON CITY,6.3,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,5.3,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,5,UNUSED,32510
NEVADA,CARSON CITY,4.8,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,4.1,UNUSED,32510
NEVADA,CARSON CITY,4,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,2.9,UNUSED,32510
NEVADA,CARSON CITY,2.8,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,2.7,UNUSED,32510
NEVADA,CARSON CITY,2.7,PUBLIC SUPPLY,32510
NEVADA,CARSON CITY,1.3,UNUSED,32510
NEVADA,CARSON CITY,0.4,PUBLIC SUPPLY,32510
NEVADA,CLARK,137.2,POWER,32003
NEVADA,CLARK,133.1,UNUSED,32003
NEVADA,CLARK,117.8,UNUSED,32003
NEVADA,CLARK,14.3,UNUSED,32003
NEVADA,EUREKA,188.6,DEWATER,32011
NEVADA,LINCOLN,28.9,UNUSED,32017
NEVADA,LINCOLN,10.3,UNUSED,32017
NEVADA,NYE,50.1,UNUSED,32023
NEVADA,NYE,17.2,UNUSED,32023
NEVADA,WASHOE,225.1,PUBLIC SUPPLY,32031
NEVADA,WASHOE,200.2,UNUSED,32031
NEVADA,WASHOE,141.3,UNUSED,32031
NEVADA,WASHOE,112.7,UNUSED,32031
NEVADA,WASHOE,104.6,UNUSED,32031
NEVADA,WASHOE,96.4,PUBLIC SUPPLY,32031
NEVADA,WASHOE,80.2,UNUSED,32031
NEVADA,WASHOE,77.7,UNUSED,32031
NEVADA,WASHOE,65.5,UNUSED,32031
NEVADA,WASHOE,58.5,UNUSED,32031
NEVADA,WASHOE,52.6,PUBLIC SUPPLY,32031
NEVADA,WASHOE,36.1,UNUSED,32031
NEVADA,WASHOE,17.9,DOMESTIC,32031
NEVADA,WASHOE,17.2,PUBLIC SUPPLY,32031
NEVADA,WASHOE,14.8,UNUSED,32031
NEVADA,WASHOE,14.5,UNUSED,32031
NEVADA,WASHOE,9.2,PUBLIC SUPPLY,32031
NEVADA,WASHOE,8.8,PUBLIC SUPPLY,32031
NEVADA,WASHOE,7.5,PUBLIC SUPPLY,32031
NEVADA,WASHOE,5.2,PUBLIC SUPPLY,32031
NEVADA,WASHOE,4.7,PUBLIC SUPPLY,32031
NEVADA,WASHOE,4.6,PUBLIC SUPPLY,32031
NEVADA,WASHOE,4.4,PUBLIC SUPPLY,32031
NEVADA,WASHOE,3.8,PUBLIC SUPPLY,32031
NEVADA,WASHOE,3.3,PUBLIC SUPPLY,32031
NEVADA,WASHOE,3.2,UNUSED,32031
NEVADA,WASHOE,3,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.8,UNUSED,32031
NEVADA,WASHOE,2.7,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.7,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.5,UNUSED,32031
NEVADA,WASHOE,2.5,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.4,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.3,PUBLIC SUPPLY,32031
NEVADA,WASHOE,2.3,UNUSED,32031
NEVADA,WASHOE,2.2,UNUSED,32031
NEVADA,WASHOE,1.5,UNUSED,32031
NEVADA,WASHOE,1.4,PUBLIC SUPPLY,32031
NEVADA,WASHOE,1.3,PUBLIC SUPPLY,32031
NEVADA,WASHOE,1.3,PUBLIC SUPPLY,32031
NEVADA,WASHOE,1.2,PUBLIC SUPPLY,32031
NEVADA,WASHOE,1.2,UNUSED,32031
NEVADA,WASHOE,1.1,PUBLIC SUPPLY,32031
NEVADA,WASHOE,0.9,PUBLIC SUPPLY,32031
NEVADA,WASHOE,0.8,UNUSED,32031
NEVADA,WASHOE,0.3,PUBLIC SUPPLY,32031
NEVADA,WHITE PINE,8.1,UNUSED,32033
NEVADA,WHITE PINE,6.1,UNUSED,32033
NEW HAMPSHIRE,BELKNAP,14.4,DOMESTIC,33001
NEW HAMPSHIRE,BELKNAP,2.5,DOMESTIC,33001
NEW HAMPSHIRE,CARROLL,1234.1,DOMESTIC,33003
NEW HAMPSHIRE,CARROLL,35.1,DOMESTIC,33003
NEW HAMPSHIRE,CARROLL,6.8,DOMESTIC,33003
NEW HAMPSHIRE,CARROLL,6.3,PUBLIC SUPPLY,33003
NEW HAMPSHIRE,CARROLL,2.6,PUBLIC SUPPLY,33003
NEW HAMPSHIRE,CHESHIRE,9.9,DOMESTIC,33005
NEW HAMPSHIRE,COOS,4.5,DOMESTIC,33007
NEW HAMPSHIRE,COOS,0.6,PUBLIC SUPPLY,33007
NEW HAMPSHIRE,GRAFTON,4.9,DOMESTIC,33009
NEW HAMPSHIRE,GRAFTON,4.3,DOMESTIC,33009
NEW HAMPSHIRE,GRAFTON,3.8,DOMESTIC,33009
NEW HAMPSHIRE,GRAFTON,1.9,DOMESTIC,33009
NEW HAMPSHIRE,GRAFTON,1.3,DOMESTIC,33009
NEW HAMPSHIRE,HILLSBOROUGH,6,UNUSED,33011
NEW HAMPSHIRE,HILLSBOROUGH,6,UNUSED,33011
NEW HAMPSHIRE,HILLSBOROUGH,4.6,DOMESTIC,33011
NEW HAMPSHIRE,HILLSBOROUGH,3.8,DOMESTIC,33011
NEW HAMPSHIRE,HILLSBOROUGH,0.8,DOMESTIC,33011
NEW HAMPSHIRE,HILLSBOROUGH,0.5,DOMESTIC,33011
NEW HAMPSHIRE,HILLSBOROUGH,0.4,PUBLIC SUPPLY,33011
NEW HAMPSHIRE,MERRIMACK,19.1,DOMESTIC,33013
NEW HAMPSHIRE,MERRIMACK,5.4,DOMESTIC,33013
NEW HAMPSHIRE,MERRIMACK,1.2,INDUSTRIAL (COOLING),33013
NEW HAMPSHIRE,MERRIMACK,0.3,PUBLIC SUPPLY,33013
NEW HAMPSHIRE,MERRIMACK,0.3,PUBLIC SUPPLY,33013
NEW HAMPSHIRE,ROCKINGHAM,22.7,DOMESTIC,33015
NEW HAMPSHIRE,ROCKINGHAM,5.4,DOMESTIC,33015
NEW HAMPSHIRE,ROCKINGHAM,4,DOMESTIC,33015
NEW HAMPSHIRE,STRAFFORD,1,DOMESTIC,33017
NEW HAMPSHIRE,SULLIVAN,2.4,DOMESTIC,33019
NEW JERSEY,ATLANTIC,1.5,DOMESTIC,34001
NEW JERSEY,ATLANTIC,1.1,DOMESTIC,34001
NEW JERSEY,ATLANTIC,0.8,DOMESTIC,34001
NEW JERSEY,ATLANTIC,0.7,DOMESTIC,34001
NEW JERSEY,ATLANTIC,0.6,DOMESTIC,34001
NEW JERSEY,ATLANTIC,0.5,DOMESTIC,34001
NEW JERSEY,ATLANTIC,0.3,DOMESTIC,34001
NEW JERSEY,BURLINGTON,29,DOMESTIC,34005
NEW JERSEY,BURLINGTON,0.7,DOMESTIC,34005
NEW JERSEY,BURLINGTON,0.5,DOMESTIC,34005
NEW JERSEY,BURLINGTON,0.4,DOMESTIC,34005
NEW JERSEY,BURLINGTON,0.3,DOMESTIC,34005
NEW JERSEY,CAMDEN,1.5,UNUSED,34007
NEW JERSEY,CAMDEN,1,DOMESTIC,34007
NEW JERSEY,CAMDEN,0.9,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.6,UNUSED,34007
NEW JERSEY,CAMDEN,0.5,UNUSED,34007
NEW JERSEY,CAMDEN,0.4,UNUSED,34007
NEW JERSEY,CAMDEN,0.3,DOMESTIC,34007
NEW JERSEY,CAPE MAY,2.5,DOMESTIC,34009
NEW JERSEY,CAPE MAY,1.7,DOMESTIC,34009
NEW JERSEY,CUMBERLAND,2.5,DOMESTIC,34011
NEW JERSEY,CUMBERLAND,0.6,DOMESTIC,34011
NEW JERSEY,CUMBERLAND,0.3,DOMESTIC,34011
NEW JERSEY,CUMBERLAND,0.3,DOMESTIC,34011
NEW JERSEY,GLOUCESTER,7.5,UNUSED,34015
NEW JERSEY,GLOUCESTER,3.2,DOMESTIC,34015
NEW JERSEY,GLOUCESTER,1.8,UNUSED,34015
NEW JERSEY,GLOUCESTER,1.5,DOMESTIC,34015
NEW JERSEY,GLOUCESTER,1.2,DOMESTIC,34015
NEW JERSEY,GLOUCESTER,0.8,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.8,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.7,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.6,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.5,UNUSED,34015
NEW JERSEY,GLOUCESTER,0.4,UNUSED,34015
NEW JERSEY,MERCER,1.1,DOMESTIC,34021
